group,index,label,prediction,baseline_prediction,attr_sum,diff,completeness_error
low,0,0.0,11.227834701538086,84.57130432128906,-74.4588623046875,-73.34346961975098,-1.1153926849365234
low,1,0.0,10.440550804138184,84.57130432128906,-75.27843475341797,-74.13075351715088,-1.1476812362670898
low,2,0.07000000029802322,9.741498947143555,84.57130432128906,-75.76829528808594,-74.82980537414551,-0.9384899139404297
low,3,0.11999999731779099,9.384737014770508,84.57130432128906,-75.71485137939453,-75.18656730651855,-0.5282840728759766
low,4,0.2199999988079071,10.13900375366211,84.57130432128906,-75.3521957397461,-74.43230056762695,-0.9198951721191406
low,5,0.30000001192092896,10.781228065490723,84.57130432128906,-75.22544860839844,-73.79007625579834,-1.4353723526000977
low,6,0.3400000035762787,10.419612884521484,84.57130432128906,-75.3697280883789,-74.15169143676758,-1.2180366516113281
medium,0,156.8300018310547,158.56686401367188,84.57130432128906,70.22492218017578,73.99555969238281,-3.7706375122070312
medium,1,156.86000061035156,167.2746124267578,84.57130432128906,79.90721893310547,82.70330810546875,-2.7960891723632812
medium,2,156.89999389648438,141.3434295654297,84.57130432128906,56.74403762817383,56.772125244140625,-0.028087615966796875
medium,3,156.99000549316406,149.35670471191406,84.57130432128906,62.315208435058594,64.785400390625,-2.4701919555664062
medium,4,157.0399932861328,139.3177490234375,84.57130432128906,53.209381103515625,54.74644470214844,-1.5370635986328125
medium,5,157.25999450683594,150.0892333984375,84.57130432128906,62.95448303222656,65.51792907714844,-2.563446044921875
medium,6,157.33999633789062,155.37054443359375,84.57130432128906,68.97932434082031,70.79924011230469,-1.819915771484375
high,0,1082.6199951171875,1078.893798828125,84.57130432128906,979.1341552734375,994.3224945068359,-15.188339233398438
high,1,1085.4000244140625,1075.6038818359375,84.57130432128906,974.5789184570312,991.0325775146484,-16.453659057617188
high,2,1103.5999755859375,1093.9482421875,84.57130432128906,999.6991577148438,1009.3769378662109,-9.677780151367188
high,3,1141.780029296875,993.0011596679688,84.57130432128906,892.801513671875,908.4298553466797,-15.628341674804688
high,4,1144.1500244140625,1094.37451171875,84.57130432128906,996.83837890625,1009.8032073974609,-12.964828491210938
high,5,1188.1700439453125,1112.554443359375,84.57130432128906,1010.7257690429688,1027.983139038086,-17.257369995117188
high,6,1210.8900146484375,1123.9129638671875,84.57130432128906,1027.5999755859375,1039.3416595458984,-11.741683959960938
best,0,24.360000610351562,24.36666488647461,84.57130432128906,-60.54971694946289,-60.20463943481445,-0.3450775146484375
best,1,121.37999725341797,121.39338684082031,84.57130432128906,34.7279167175293,36.82208251953125,-2.094165802001953
best,2,47.849998474121094,47.86246109008789,84.57130432128906,-37.19590377807617,-36.70884323120117,-0.487060546875
best,3,37.77000045776367,37.75899124145508,84.57130432128906,-47.151546478271484,-46.812313079833984,-0.3392333984375
best,4,18.34000015258789,18.33307647705078,84.57130432128906,-66.57544708251953,-66.23822784423828,-0.33721923828125
best,5,101.95999908447266,101.98637390136719,84.57130432128906,17.209793090820312,17.415069580078125,-0.2052764892578125
best,6,31.739999771118164,31.715431213378906,84.57130432128906,-53.119415283203125,-52.855873107910156,-0.26354217529296875
worst,0,852.72998046875,639.3491821289062,84.57130432128906,546.2672729492188,554.7778778076172,-8.510604858398438
worst,1,799.489990234375,627.4345092773438,84.57130432128906,535.6594848632812,542.8632049560547,-7.2037200927734375
worst,2,1056.31005859375,891.0466918945312,84.57130432128906,793.5794067382812,806.4753875732422,-12.895980834960938
worst,3,271.6199951171875,435.2043151855469,84.57130432128906,345.3315734863281,350.6330108642578,-5.3014373779296875
worst,4,825.5999755859375,665.1284790039062,84.57130432128906,565.7936401367188,580.5571746826172,-14.763534545898438
worst,5,504.29998779296875,346.0982666015625,84.57130432128906,252.50213623046875,261.52696228027344,-9.024826049804688
worst,6,213.57000732421875,365.85504150390625,84.57130432128906,278.0492248535156,281.2837371826172,-3.2345123291015625
random,0,77.52999877929688,86.27415466308594,84.57130432128906,0.6605361700057983,1.702850341796875,-1.0423141717910767
random,1,389.1600036621094,421.5357666015625,84.57130432128906,334.3160400390625,336.96446228027344,-2.6484222412109375
random,2,98.58999633789062,91.41376495361328,84.57130432128906,6.478152751922607,6.842460632324219,-0.36430788040161133
random,3,350.8999938964844,367.78485107421875,84.57130432128906,280.0304260253906,283.2135467529297,-3.1831207275390625
random,4,72.58999633789062,68.80355834960938,84.57130432128906,-16.12248992919922,-15.767745971679688,-0.35474395751953125
random,5,590.7000122070312,581.4282836914062,84.57130432128906,495.9480895996094,496.8569793701172,-0.9088897705078125
random,6,172.75,192.44586181640625,84.57130432128906,102.80384826660156,107.87455749511719,-5.070709228515625
